,title,body,rating,product
1785,Mouse,Very bad product,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1786,Good,Very gud,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1787,Good product,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1788,"AUTHENTIC, BUT MADE IN CHINA",The mouse works good and authentic,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1789,Good,Supar,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1790,Good quality,Good as expected,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1791,Some better,Not good working,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1792,Awesome,Nice one,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1793,👍,Nice one,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1794,Awesome,"Good working , a real dell mouse.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1795,Wow,Execellent,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1796,Nice Product,Nice product... Perfect grip..,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1797,Great mouse,Great mouse.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1798,Good,Comfortable to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1799,Easy to hold,very nice product..go for it,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1800,Good,Precise,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1801,good,good buy,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1802,Best,Simply wow,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1803,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1804,good product,good product.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1805,Good,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1806,Good product OG,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1807,Easy to handle,"Manchigunnadi, easy to work",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1808,Perfect,Perfect for graphics and modelling,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1809,Good product,Easy to handle,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1810,Sexy mouse in low price,Nice product .,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1811,Good,I like,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1812,Work very well.,I like,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1813,Great for work,Dell has never let me down. This isn't an exception.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1814,Nice 👏,You can go for it!!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1815,Easy to use nice product,Its a good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1816,👍,👍,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1817,Quality,Quality product from dell,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1818,"nice and easy one i ever used, easy to hold. thankyou",good product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1819,Best,Best product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1820,Maus,Power full,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1821,Nice product,Nice product.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1822,Good,Value for money,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1823,So nice,Super,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1824,Price Worthy,Good product in this price,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1825,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1826,Nice product 👍,Nice product.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1827,"nice mouse...,working good",working good.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1828,Nice,👍Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1829,Musy Buy,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1830,Good product,Very convenient to work with,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1831,Good,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1832,Dell Mouse,Simply Great .. !!!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1833,Used for 2 days,Filhal to it works amazing.Will update after a while,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1834,Up to mark,Best for official purposes and good for small games,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1835,St hu,Sryy,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1836,It is good,Easy to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1837,Worth for money,Easy to hold,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1838,Smooth working,Best quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1839,Nice Product 👍,Nice Product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1840,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1841,Nice,Jduk,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1842,good,good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1843,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1844,I love it,This product is too goid work and preform is too good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1845,Miuse,Good piece,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1846,Awesome,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1847,Very Good To choose this,Good Product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1848,Nice product...,Very very good product....,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1849,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1850,good,good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1851,Nice,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1852,Good in working,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1853,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1854,Awesome Mouse,Best mouse in this price range,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1855,Five Stars,working fine,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1856,Good,Very good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1857,Good,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1858,Good product,User-friendly,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1859,Good,Easy to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1860,Very nice,Nice one 😊,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1861,nyc,nyc,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1862,Very good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1863,Great feel,Awesome,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1864,Great Product,Awesome Mouse for office purposes highly recommended,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1865,Bad,Bad,2.0,Dell MS116 1000DPI USB Wired Optical Mouse
1866,Dell mouseMS116,The product is good at the given price point,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1867,Value for money,Easy to use. Great quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1868,Good,"Easy to use, works flawlessly.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1869,User friendly,Easy to use.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1870,Go for it,"Good mouse , comfortable",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1871,Flexible to use,Easy to hold and best for gaming,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1872,Should buy,Nice product Scroll little uneasy but it's good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1873,Na,Na,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1874,Super,Mouse for all,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1875,Four Stars,Feels good but looks like local.pardon the good and smooth performance.look 0 marks performance 100,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1876,good and worth of price,Wonderful product of dell..handle nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1877,Good Product,Good Product in good packing. Working nice.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1878,Good product,Value for money,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1879,Good,Good. Received the product in good condition,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1880,Worth for money.,Nice Product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1881,Superbly working,Smoothly working,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1882,Best buy,Took good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1883,Good,It's good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1884,Nice to use simple super value for 💰,I like it,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1885,Smooth,Very smooth,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1886,Nice,,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1887,Good,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1888,Best,Comfortably strengthy,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1889,Very good mouse,Very good mouse.Working nicely.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1890,Value for Money,Awesome product in this price Range.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1891,Mind Blowing Product,Nice Product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1892,Good,Nice product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1893,easy to use,best in price,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1894,Happy using this product. It met my expectations.,Met the expectations.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1895,Worth its price,Smooth working,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1896,Best one,Best one,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1897,Nice,A nice product to use.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1898,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1899,So nice,It was so great,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1900,Best mouse under this price,"Easy to hold, lookwise osm and very useful",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1901,Pupg gamer,Am enjoying this beautiful product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1902,Value for money,Excellent product👍,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1903,Vfm,Great device and value for money,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1904,A very nice,Ergonomic a very nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1905,Quality,Good Quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1906,It is good,Good within budget... around 300 irs,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1907,Satisfied,As expected...i'am satisfied with this.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1908,Comfortable,Smooth and easy handlinag,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1909,Great Product,Value for money.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1910,Handy to use,Best at this price !,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1911,Can be considered,Its quit good....you can buy it...but not best,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1912,very nice,good product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1913,Good verry good,Like it,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1914,Loved it,One of the best common mouse with unique design,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1915,Good,Good and comfortable,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1916,Four Stars,Good mouse for rough use,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1917,useless,useless,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1918,Good Quality,Quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1919,It is very handy,It is very handy,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1920,Five Stars,good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1921,Good product,easy to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1922,Value for money,Good product. It's original,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1923,Stopped functioning after 1.5 months.,Really disappointed.Wasn't expecting this from a Dell product.,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1924,Nice,Good product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1925,Good quality,Good quality,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1926,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1927,Great,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1928,It is good,Better,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1929,Better,Better,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1930,Go for it,It's a fantastic thing in low budget....🥰,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1931,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1932,Nice product,,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1933,Good,Good,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1934,Good product,Good ...easy to use .,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1935,Go for it....,Amazing product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1936,Hi,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1937,Good option at the given cost of Rs. 240,"it was a good choice, worked well",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1938,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1939,Good product in this price,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1940,simply superb,worth for cost....,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1941,Good,Nice product 👌👌👌,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1942,Best to buy,I have a faith in Dell product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1943,Not good,Not good,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1944,Good product,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1945,Well designed product,It's works good as it belongs to DeLL.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1946,Comfortable mouse .,It's of the right size and easy to hold.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1947,Worth the price,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1948,Perfect Mouse,This is actually a mouse.. Perfect in size and easy to hold..,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1949,Good product,Works fine without any trouble,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1950,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1951,Good service,Like,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1952,It's good for dell laptop,Good,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1953,Easy,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1954,osm,nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1955,Very good,Like,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1956,Good,Product is very good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1957,Scroll,The scroll is bit wobbly,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1958,Not perfect for gaming,Not perfect for gaming,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1959,Fine for Window 10 home,It's perfect with working and grip both. 👍,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1960,Nice Day to day product,Very use for regular office work.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1961,This works fine.,Works fine.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1962,Gud,Gud,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1963,Supar,Nace,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1964,easy to handle,great product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1965,Amazing product,Love it...!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1966,1st piece is defective,"Product stopped working after few days, called for replacement.",1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1967,Excellent,Excellent,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1968,Brand is a brand,Brand is a brand,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1969,Good,NA,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1970,Nice one,Easy to hold good mouse for office use.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1971,I think best deel of 250,Not bad,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1972,Dell Original 👌,,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1973,Good one,Good for office use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1974,Very very best,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1975,Good product,Good product value for money,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1976,Good,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1977,Dell nice one,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1978,Good mouse from dell company.,"easy to use ,smooth base but middle button is loose.",3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1979,Best,Best,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1980,Value of money,Very good quality.  After i get it I am very happy.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1981,Nice 👏,,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1982,Good product,,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1983,Superb Mouse,,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1984,Ok product,Ok product in this range,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
1985,Worst durable,Just after 3 months click is not working properly while draging,2.0,Dell MS116 1000DPI USB Wired Optical Mouse
1986,Good in this price segment,GoodBut clicker voice is so high,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1987,Nice economic value.,I like it in this price range,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1988,Strictly for general purpose,Good only for general purpose not for gaming,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1989,Replacw it it's cursor broke,It's cursor broke,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
1990,Tnxxx,Thnxx,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1991,As per expectation.,,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1992,Good product,,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1993,Comfortable,"Great mouse, thin wire, perfect hold",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1994,Quality product,Dell is a really great product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1995,Faheem,vey good product... easy to use...and comfortable to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1996,Very good mouse,Awesome mouse very sensitive nd smooth....nd worth the price,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1997,Good.,Good One.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
1998,Its durable and of good quality,"It's durable, good quality.",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
1999,Nice,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2000,Good product,"It's a good product, its smooth, value for money",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2001,Ok,Ok,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
2002,good,,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2003,Good but not best,Parts are loose,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
2004,Nice,Nice,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2005,Good,Nice,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2006,Value for money,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2007,Chinese make,Made in China,2.0,Dell MS116 1000DPI USB Wired Optical Mouse
2008,Awsm,"Love it, its a genuine product.",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2009,very good product,very good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2010,Ok ok,Good buy,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2011,Four Stars,good value for money.........time dilivery..........happy........,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2012,OK,It's ok,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2013,Ergonomic Design,Go for it without any doubt.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2014,genuine product,worthy,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2015,Not worth it,I didn’t find this mouse good enough to work,2.0,Dell MS116 1000DPI USB Wired Optical Mouse
2016,Worst product drom Dell,Stopped working after a month.,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
2017,Mouse,good and timely delivered,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2018,Original product,Perfect as described,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2019,Good,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2020,Nice,Nice. Worth of money.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2021,As specified in the adv.,As per order,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2022,Worth buying,Easy to handle and perfect for day to day working,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2023,Very useful,Good one,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2024,good product,I loved It,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2025,Noice,Pretty goof,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2026,Four Stars,"Good Mouse ...But, bit BADA mouse.",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2027,Nice product,Good Product For Normal Works,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2028,Nice product,Good product to use,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2029,Very nice,Very nice product. It's original...........,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2030,Average,Not so good not so bad,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
2031,Ok ok,Durability is not that good very simple and easy to use and hold,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
2032,Just go for it..,It's good..,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2033,performance,best in performance,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2034,Great,Awesome,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2035,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2036,I felt cheated on ordering this item. Want the amount to be refunded.,Bad product.,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
2037,Reliable mouse,To the point it works reliable,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2038,Value for money,Good one..,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2039,Five Stars,So Smooth Mouse is very nice!!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2040,Great mouse,It's awesome,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2041,Good product,Nice,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2042,Go,Nice for small work,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2043,Good,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2044,Nice,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2045,Best product,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2046,Good,Goods are good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2047,Awesome product,Amazing performance,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2048,Best product,Best.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2049,Best mouse,Surely buy it,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2050,Good product,Very good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2051,Gud & responsive,Gud & responsive mouse.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2052,No Complaints.,GOOD QUALITY. NO COMPLAINTS.YOU WONT REGRET,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2053,Good,Good,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2054,Nice,Nice,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2055,Nice product,Good product,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2056,Good Product,Worth to buy,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2057,Nice mouce,Nice look and smooth working in this price. Nice for editing,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2058,BEST MOUSE,"Nice mouse,easy to scroll,good for gaming.love this product😍",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2059,Great product.,"It is solid, fits into palm right away. Great product✌️",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2060,Good product & Amazone service,Good  product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2061,Good,Good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2062,Like it,"I like it, good quality",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2063,good product,good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2064,Worth money,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2065,Nice,Cheap and best,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2066,Good product,I like this product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2067,Great product,Best mouse. Recommended,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2068,Go for it,Excellent,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2069,One of the best mouse in that price range.,One of the best mouse in that price range.,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2070,Good,All good,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2071,Good,Nice product and good package by amazon,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2072,Optical Mouse,Works well.,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2073,Good,Easy to hold,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2074,Great Mouse,Great Mouse for office and gaming purpose,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2075,Perfect,Good product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2076,Worth,Worth for money,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2077,Dell MS116,Awesome experience with mouse,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2078,Good Product,Good product Go for it...,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2079,Very good👍,Nice product,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2080,OP PRODUCED,It's work properly...,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2081,Krir,Turrh,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2082,Excellent,Excellent,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2083,Mouse is looking real mouse,Nice one...,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2084,Mouse clicking,Very  soft clicks,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2085,Good,Good mouse for normal use,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2086,Very good,It is very useful for any Photoshop work,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2087,Good quality,"It's work properly, but difficult to hold if your hand is small",4.0,Dell MS116 1000DPI USB Wired Optical Mouse
2088,Good product.,"Good product,value for money",5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2089,Forget Other .. buy this one only!,Most Satisfying Mouse! You just forget that you are using a mouse!,5.0,Dell MS116 1000DPI USB Wired Optical Mouse
2090,Not easy to use,Not easy to use,1.0,Dell MS116 1000DPI USB Wired Optical Mouse
2091,Ok,Ok,3.0,Dell MS116 1000DPI USB Wired Optical Mouse
2092,Best Product to buy,Really happy so long connecting cord really happy Dell At its best,4.0,Dell MS116 1000DPI USB Wired Optical Mouse
